index;raw;decoding;original_shape;RandomResizedCrop;RandomHorizontalFlip;ToTensor;Normalize;
18389;351321;3145761;(1024, 1024);150561;150561;602145;602145;
18390;236249;2098209;(1024, 683);150561;150561;602145;602145;
18391;165998;2359329;(768, 1024);150561;150561;602145;602145;
18392;238755;3145761;(1024, 1024);150561;150561;602145;602145;
18393;160097;2359329;(768, 1024);150561;150561;602145;602145;
18394;130377;2359329;(1024, 768);150561;150561;602145;602145;
18395;193617;2104353;(685, 1024);150561;150561;602145;602145;
18396;111592;1769505;(768, 768);150561;150561;602145;602145;
18397;263309;2098209;(1024, 683);150561;150561;602145;602145;
18398;349725;2359329;(1024, 768);150561;150561;602145;602145;
18399;129386;2359329;(1024, 768);150561;150561;602145;602145;
18400;167631;2396193;(1024, 780);150561;150561;602145;602145;
18401;262344;2359329;(1024, 768);150561;150561;602145;602145;
18402;360314;2098209;(1024, 683);150561;150561;602145;602145;
18403;263395;2359329;(1024, 768);150561;150561;602145;602145;
18404;235568;1769505;(1024, 576);150561;150561;602145;602145;
18405;307451;2359329;(1024, 768);150561;150561;602145;602145;
18406;443484;2138145;(1024, 696);150561;150561;602145;602145;
18407;771256;2276385;(1024, 741);150561;150561;602145;602145;
18408;240022;2359329;(1024, 768);150561;150561;602145;602145;
18409;355552;2098209;(683, 1024);150561;150561;602145;602145;
18410;217300;2233377;(1024, 727);150561;150561;602145;602145;
18411;406375;2088993;(680, 1024);150561;150561;602145;602145;
18412;539376;2098209;(1024, 683);150561;150561;602145;602145;
18413;506966;2098209;(683, 1024);150561;150561;602145;602145;
18414;282993;2098209;(1024, 683);150561;150561;602145;602145;
18415;173673;2107425;(1024, 686);150561;150561;602145;602145;
18416;167085;2227233;(1024, 725);150561;150561;602145;602145;
18417;243912;2095137;(1024, 682);150561;150561;602145;602145;
18418;99560;2021409;(658, 1024);150561;150561;602145;602145;
18419;346671;2359329;(768, 1024);150561;150561;602145;602145;
18420;463633;2098209;(1024, 683);150561;150561;602145;602145;
18421;502391;2359329;(1024, 768);150561;150561;602145;602145;
18422;118299;2359329;(1024, 768);150561;150561;602145;602145;
18423;237708;2519073;(820, 1024);150561;150561;602145;602145;
18424;355164;2107425;(686, 1024);150561;150561;602145;602145;
18425;261703;2359329;(1024, 768);150561;150561;602145;602145;
18426;181256;2098209;(1024, 683);150561;150561;602145;602145;
18427;208834;2098209;(1024, 683);150561;150561;602145;602145;
18428;309335;2396193;(1024, 780);150561;150561;602145;602145;
18429;144444;2359329;(1024, 768);150561;150561;602145;602145;
18430;42159;2359329;(1024, 768);150561;150561;602145;602145;
18431;230288;2088993;(1024, 680);150561;150561;602145;602145;
18432;806117;2098209;(1024, 683);150561;150561;602145;602145;
18433;393819;3010593;(980, 1024);150561;150561;602145;602145;
18434;311142;2092065;(1024, 681);150561;150561;602145;602145;
18435;482905;2104353;(685, 1024);150561;150561;602145;602145;
18436;313684;2098209;(1024, 683);150561;150561;602145;602145;
18437;424401;2214945;(1024, 721);150561;150561;602145;602145;
18438;222161;2098209;(1024, 683);150561;150561;602145;602145;
18439;136102;2359329;(1024, 768);150561;150561;602145;602145;
18440;354969;3145761;(1024, 1024);150561;150561;602145;602145;
18441;984163;2516001;(819, 1024);150561;150561;602145;602145;
18442;562848;2101281;(1024, 684);150561;150561;602145;602145;
18443;175265;2359329;(768, 1024);150561;150561;602145;602145;
18444;427037;2098209;(1024, 683);150561;150561;602145;602145;
18445;109800;2359329;(1024, 768);150561;150561;602145;602145;
18446;175764;3145761;(1024, 1024);150561;150561;602145;602145;
18447;262506;2359329;(1024, 768);150561;150561;602145;602145;
18448;150214;1791009;(1024, 583);150561;150561;602145;602145;
18449;382375;2098209;(1024, 683);150561;150561;602145;602145;
18450;171677;3025953;(985, 1024);150561;150561;602145;602145;
18451;355244;2104353;(1024, 685);150561;150561;602145;602145;
18452;309629;2088993;(1024, 680);150561;150561;602145;602145;
18453;147597;2098209;(683, 1024);150561;150561;602145;602145;
18454;49470;2098209;(1024, 683);150561;150561;602145;602145;
18455;225683;2088993;(1024, 680);150561;150561;602145;602145;
18456;153971;2088993;(1024, 680);150561;150561;602145;602145;
18457;278647;2359329;(768, 1024);150561;150561;602145;602145;
18458;104323;2347041;(1024, 764);150561;150561;602145;602145;
18459;373359;2359329;(768, 1024);150561;150561;602145;602145;
18460;256630;2098209;(1024, 683);150561;150561;602145;602145;
18461;495722;1972257;(1024, 642);150561;150561;602145;602145;
18462;101250;2095137;(1024, 682);150561;150561;602145;602145;
18463;295301;2359329;(768, 1024);150561;150561;602145;602145;
18464;353057;2088993;(1024, 680);150561;150561;602145;602145;
18465;367652;2537505;(1024, 826);150561;150561;602145;602145;
18466;221101;2150433;(1024, 700);150561;150561;602145;602145;
18467;863552;1766433;(1024, 575);150561;150561;602145;602145;
18468;383359;2088993;(680, 1024);150561;150561;602145;602145;
18469;399079;2098209;(1024, 683);150561;150561;602145;602145;
18470;375437;2359329;(1024, 768);150561;150561;602145;602145;
18471;231886;3145761;(1024, 1024);150561;150561;602145;602145;
18472;593581;2092065;(681, 1024);150561;150561;602145;602145;
18473;522494;2058273;(1024, 670);150561;150561;602145;602145;
18474;142101;2098209;(1024, 683);150561;150561;602145;602145;
18475;291512;2359329;(1024, 768);150561;150561;602145;602145;
18476;488049;2350113;(765, 1024);150561;150561;602145;602145;
18477;151999;2359329;(1024, 768);150561;150561;602145;602145;
18478;550660;2092065;(1024, 681);150561;150561;602145;602145;
18479;85400;2359329;(768, 1024);150561;150561;602145;602145;
18480;554759;2098209;(1024, 683);150561;150561;602145;602145;
18481;309041;2073633;(1024, 675);150561;150561;602145;602145;
18482;454829;2359329;(768, 1024);150561;150561;602145;602145;
18483;312201;2098209;(1024, 683);150561;150561;602145;602145;
18484;105170;2359329;(1024, 768);150561;150561;602145;602145;
18485;614859;2359329;(1024, 768);150561;150561;602145;602145;
18486;862459;2098209;(683, 1024);150561;150561;602145;602145;
18487;848206;1956897;(1024, 637);150561;150561;602145;602145;
18488;205021;2359329;(1024, 768);150561;150561;602145;602145;
18489;1028521;2343969;(763, 1024);150561;150561;602145;602145;
18490;185459;2359329;(1024, 768);150561;150561;602145;602145;
18491;428394;3065889;(998, 1024);150561;150561;602145;602145;
18492;324370;2472993;(805, 1024);150561;150561;602145;602145;
18493;215313;1769505;(1024, 576);150561;150561;602145;602145;
18494;134120;2359329;(1024, 768);150561;150561;602145;602145;
18495;72788;2359329;(1024, 768);150561;150561;602145;602145;
18496;367819;2359329;(1024, 768);150561;150561;602145;602145;
18497;808113;2104353;(1024, 685);150561;150561;602145;602145;
18498;622670;2365473;(1024, 770);150561;150561;602145;602145;
18499;933607;2098209;(683, 1024);150561;150561;602145;602145;
18500;848674;2359329;(1024, 768);150561;150561;602145;602145;
18501;83818;1781793;(1024, 580);150561;150561;602145;602145;
18502;462831;2085921;(1024, 679);150561;150561;602145;602145;
18503;370489;2359329;(1024, 768);150561;150561;602145;602145;
18504;231719;2359329;(1024, 768);150561;150561;602145;602145;
18505;261774;2359329;(1024, 768);150561;150561;602145;602145;
18506;140573;2024481;(1024, 659);150561;150561;602145;602145;
18507;377855;2359329;(1024, 768);150561;150561;602145;602145;
18508;535416;2098209;(1024, 683);150561;150561;602145;602145;
18509;735641;2098209;(1024, 683);150561;150561;602145;602145;
18510;436550;2359329;(768, 1024);150561;150561;602145;602145;
18511;93077;2359329;(1024, 768);150561;150561;602145;602145;
18512;536375;2088993;(1024, 680);150561;150561;602145;602145;
18513;170195;2095137;(682, 1024);150561;150561;602145;602145;
18514;72862;2359329;(1024, 768);150561;150561;602145;602145;
18515;136626;2088993;(1024, 680);150561;150561;602145;602145;
18516;137907;2322465;(1024, 756);150561;150561;602145;602145;
18517;518419;2359329;(1024, 768);150561;150561;602145;602145;
18518;190698;2936865;(956, 1024);150561;150561;602145;602145;
18519;439737;2104353;(1024, 685);150561;150561;602145;602145;
18520;319132;2285601;(1024, 744);150561;150561;602145;602145;
18521;609303;2841633;(925, 1024);150561;150561;602145;602145;
18522;613764;2359329;(1024, 768);150561;150561;602145;602145;
18523;365162;2098209;(1024, 683);150561;150561;602145;602145;
18524;62565;2088993;(680, 1024);150561;150561;602145;602145;
18525;292699;2359329;(1024, 768);150561;150561;602145;602145;
18526;392929;2098209;(683, 1024);150561;150561;602145;602145;
18527;989707;2359329;(1024, 768);150561;150561;602145;602145;
18528;165816;1769505;(1024, 576);150561;150561;602145;602145;
18529;163635;2098209;(1024, 683);150561;150561;602145;602145;
18530;74625;2098209;(1024, 683);150561;150561;602145;602145;
18531;645304;2359329;(1024, 768);150561;150561;602145;602145;
18532;345798;2359329;(768, 1024);150561;150561;602145;602145;
18533;636766;2359329;(1024, 768);150561;150561;602145;602145;
18534;402023;2359329;(1024, 768);150561;150561;602145;602145;
18535;161228;2359329;(1024, 768);150561;150561;602145;602145;
18536;386967;2227233;(1024, 725);150561;150561;602145;602145;
18537;154954;2098209;(683, 1024);150561;150561;602145;602145;
18538;312252;2098209;(1024, 683);150561;150561;602145;602145;
18539;158331;1572897;(1024, 512);150561;150561;602145;602145;
18540;235932;2359329;(1024, 768);150561;150561;602145;602145;
18541;212241;2098209;(1024, 683);150561;150561;602145;602145;
18542;167210;2098209;(1024, 683);150561;150561;602145;602145;
18543;131592;2098209;(1024, 683);150561;150561;602145;602145;
18544;564820;2058273;(1024, 670);150561;150561;602145;602145;
18545;330730;2767905;(1024, 901);150561;150561;602145;602145;
18546;549962;2070561;(1024, 674);150561;150561;602145;602145;
18547;156605;2082849;(1024, 678);150561;150561;602145;602145;
18548;481795;2098209;(1024, 683);150561;150561;602145;602145;
18549;80101;2359329;(1024, 768);150561;150561;602145;602145;
18550;98605;2359329;(1024, 768);150561;150561;602145;602145;
18551;323302;2098209;(1024, 683);150561;150561;602145;602145;
18552;471819;2208801;(1024, 719);150561;150561;602145;602145;
18553;128397;2101281;(1024, 684);150561;150561;602145;602145;
18554;235871;2095137;(1024, 682);150561;150561;602145;602145;
18555;189523;2721825;(886, 1024);150561;150561;602145;602145;
18556;125884;2313249;(1024, 753);150561;150561;602145;602145;
18557;152062;2359329;(1024, 768);150561;150561;602145;602145;
18558;242027;2098209;(1024, 683);150561;150561;602145;602145;
18559;129653;2516001;(819, 1024);150561;150561;602145;602145;
18560;100680;2107425;(1024, 686);150561;150561;602145;602145;
18561;202988;2098209;(683, 1024);150561;150561;602145;602145;
18562;91204;2359329;(768, 1024);150561;150561;602145;602145;
18563;332787;2092065;(1024, 681);150561;150561;602145;602145;
18564;245958;2359329;(1024, 768);150561;150561;602145;602145;
18565;334472;2095137;(1024, 682);150561;150561;602145;602145;
18566;234147;2359329;(1024, 768);150561;150561;602145;602145;
18567;240444;3145761;(1024, 1024);150561;150561;602145;602145;
18568;115193;1904673;(620, 1024);150561;150561;602145;602145;
18569;882032;1959969;(1024, 638);150561;150561;602145;602145;
18570;318387;2270241;(1024, 739);150561;150561;602145;602145;
18571;328252;2528289;(1024, 823);150561;150561;602145;602145;
18572;294749;2098209;(683, 1024);150561;150561;602145;602145;
18573;434867;2359329;(1024, 768);150561;150561;602145;602145;
18574;411397;1769505;(1024, 576);150561;150561;602145;602145;
18575;257216;2359329;(768, 1024);150561;150561;602145;602145;
18576;1639199;2727969;(888, 1024);150561;150561;602145;602145;
18577;236691;2356257;(1024, 767);150561;150561;602145;602145;
18578;476406;2088993;(1024, 680);150561;150561;602145;602145;
18579;235308;2359329;(1024, 768);150561;150561;602145;602145;
18580;334812;2359329;(1024, 768);150561;150561;602145;602145;
18581;104375;2098209;(1024, 683);150561;150561;602145;602145;
18582;216693;1769505;(1024, 576);150561;150561;602145;602145;
18583;440648;2085921;(1024, 679);150561;150561;602145;602145;
18584;134578;2359329;(768, 1024);150561;150561;602145;602145;
18585;185184;2098209;(683, 1024);150561;150561;602145;602145;
18586;117450;1901601;(1024, 619);150561;150561;602145;602145;
18587;842829;2095137;(1024, 682);150561;150561;602145;602145;
18588;361703;2058273;(1024, 670);150561;150561;602145;602145;
18589;841359;2359329;(768, 1024);150561;150561;602145;602145;
18590;225209;2359329;(1024, 768);150561;150561;602145;602145;
18591;368136;2359329;(1024, 768);150561;150561;602145;602145;
18592;236380;2359329;(1024, 768);150561;150561;602145;602145;
18593;762750;2098209;(1024, 683);150561;150561;602145;602145;
18594;473919;1769505;(576, 1024);150561;150561;602145;602145;
18595;248237;1019937;(1024, 332);150561;150561;602145;602145;
18596;190141;2095137;(1024, 682);150561;150561;602145;602145;
18597;156537;2359329;(1024, 768);150561;150561;602145;602145;
18598;201611;3145761;(1024, 1024);150561;150561;602145;602145;
18599;546028;1763361;(1024, 574);150561;150561;602145;602145;
18600;123632;2359329;(1024, 768);150561;150561;602145;602145;
18601;280691;2359329;(1024, 768);150561;150561;602145;602145;
18602;173245;2359329;(1024, 768);150561;150561;602145;602145;
18603;507933;2098209;(1024, 683);150561;150561;602145;602145;
18604;660974;2107425;(1024, 686);150561;150561;602145;602145;
18605;192417;2098209;(1024, 683);150561;150561;602145;602145;
18606;641790;2359329;(1024, 768);150561;150561;602145;602145;
18607;548041;2359329;(768, 1024);150561;150561;602145;602145;
18608;215157;2027553;(1024, 660);150561;150561;602145;602145;
18609;140461;2027553;(1024, 660);150561;150561;602145;602145;
18610;323255;2359329;(768, 1024);150561;150561;602145;602145;
18611;349722;2359329;(1024, 768);150561;150561;602145;602145;
18612;59172;2122785;(691, 1024);150561;150561;602145;602145;
18613;118846;2359329;(1024, 768);150561;150561;602145;602145;
18614;135493;1769505;(1024, 576);150561;150561;602145;602145;
18615;368660;2362401;(1024, 769);150561;150561;602145;602145;
18616;711293;2159649;(1024, 703);150561;150561;602145;602145;
18617;420805;2525217;(822, 1024);150561;150561;602145;602145;
18618;261458;2098209;(1024, 683);150561;150561;602145;602145;
18619;503606;1966113;(1024, 640);150561;150561;602145;602145;
18620;391205;2359329;(1024, 768);150561;150561;602145;602145;
18621;210480;2098209;(1024, 683);150561;150561;602145;602145;
18622;145648;2359329;(1024, 768);150561;150561;602145;602145;
18623;89574;2359329;(1024, 768);150561;150561;602145;602145;
18624;386626;2359329;(1024, 768);150561;150561;602145;602145;
18625;224923;2098209;(1024, 683);150561;150561;602145;602145;
18626;624802;2098209;(683, 1024);150561;150561;602145;602145;
18627;945161;3090465;(1006, 1024);150561;150561;602145;602145;
18628;352974;2098209;(683, 1024);150561;150561;602145;602145;
18629;54671;2088993;(1024, 680);150561;150561;602145;602145;
18630;467200;2359329;(1024, 768);150561;150561;602145;602145;
18631;425861;2359329;(1024, 768);150561;150561;602145;602145;
18632;798757;1152033;(1024, 375);150561;150561;602145;602145;
18633;218870;2359329;(1024, 768);150561;150561;602145;602145;
18634;362982;2082849;(1024, 678);150561;150561;602145;602145;
18635;463998;2098209;(1024, 683);150561;150561;602145;602145;
18636;277903;2098209;(1024, 683);150561;150561;602145;602145;
18637;102406;1769505;(768, 768);150561;150561;602145;602145;
18638;1039879;3145761;(1024, 1024);150561;150561;602145;602145;
18639;752808;2098209;(1024, 683);150561;150561;602145;602145;
18640;461634;2092065;(1024, 681);150561;150561;602145;602145;
18641;212388;2092065;(681, 1024);150561;150561;602145;602145;
18642;766856;2288673;(1024, 745);150561;150561;602145;602145;
18643;156764;3145761;(1024, 1024);150561;150561;602145;602145;
18644;704389;2098209;(683, 1024);150561;150561;602145;602145;
18645;415770;2098209;(1024, 683);150561;150561;602145;602145;
18646;486368;2104353;(1024, 685);150561;150561;602145;602145;
18647;86068;2088993;(1024, 680);150561;150561;602145;602145;
18648;141973;2359329;(1024, 768);150561;150561;602145;602145;
18649;285974;2079777;(1024, 677);150561;150561;602145;602145;
18650;204286;2098209;(1024, 683);150561;150561;602145;602145;
18651;297163;2359329;(1024, 768);150561;150561;602145;602145;
18652;508112;2095137;(1024, 682);150561;150561;602145;602145;
18653;195028;2196513;(1024, 715);150561;150561;602145;602145;
18654;150773;2359329;(1024, 768);150561;150561;602145;602145;
18655;247789;2098209;(1024, 683);150561;150561;602145;602145;
18656;469887;2359329;(1024, 768);150561;150561;602145;602145;
18657;259883;2098209;(1024, 683);150561;150561;602145;602145;
18658;143703;2098209;(1024, 683);150561;150561;602145;602145;
18659;481773;2104353;(1024, 685);150561;150561;602145;602145;
18660;431121;2359329;(1024, 768);150561;150561;602145;602145;
18661;550159;1769505;(1024, 576);150561;150561;602145;602145;
18662;324478;2359329;(1024, 768);150561;150561;602145;602145;
18663;80971;2101281;(1024, 684);150561;150561;602145;602145;
18664;212898;2095137;(1024, 682);150561;150561;602145;602145;
18665;423814;2045985;(666, 1024);150561;150561;602145;602145;
18666;181822;1873953;(610, 1024);150561;150561;602145;602145;
18667;382929;2264097;(737, 1024);150561;150561;602145;602145;
18668;452805;2082849;(1024, 678);150561;150561;602145;602145;
18669;113396;2095137;(1024, 682);150561;150561;602145;602145;
18670;535799;2098209;(1024, 683);150561;150561;602145;602145;
18671;131119;2359329;(1024, 768);150561;150561;602145;602145;
18672;428427;2359329;(1024, 768);150561;150561;602145;602145;
18673;244915;2098209;(683, 1024);150561;150561;602145;602145;
18674;282415;1769505;(1024, 576);150561;150561;602145;602145;
18675;398122;2359329;(1024, 768);150561;150561;602145;602145;
18676;392258;3102753;(1010, 1024);150561;150561;602145;602145;
18677;160319;2095137;(1024, 682);150561;150561;602145;602145;
18678;76567;2359329;(1024, 768);150561;150561;602145;602145;
18679;173127;2218017;(1024, 722);150561;150561;602145;602145;
18680;273382;1763361;(1024, 574);150561;150561;602145;602145;
18681;513430;2092065;(681, 1024);150561;150561;602145;602145;
18682;282623;2362401;(1024, 769);150561;150561;602145;602145;
18683;320388;2359329;(1024, 768);150561;150561;602145;602145;
18684;511522;2085921;(1024, 679);150561;150561;602145;602145;
18685;372249;1769505;(1024, 576);150561;150561;602145;602145;
18686;477535;2359329;(768, 1024);150561;150561;602145;602145;
18687;183646;2098209;(683, 1024);150561;150561;602145;602145;
18688;146070;2098209;(1024, 683);150561;150561;602145;602145;
18689;137021;2107425;(1024, 686);150561;150561;602145;602145;
18690;204733;1572897;(1024, 512);150561;150561;602145;602145;
18691;306011;2359329;(1024, 768);150561;150561;602145;602145;
18692;256871;2359329;(768, 1024);150561;150561;602145;602145;
18693;302521;2104353;(1024, 685);150561;150561;602145;602145;
18694;397223;2088993;(1024, 680);150561;150561;602145;602145;
18695;378191;2098209;(1024, 683);150561;150561;602145;602145;
18696;344335;2082849;(678, 1024);150561;150561;602145;602145;
18697;165916;3145761;(1024, 1024);150561;150561;602145;602145;
18698;182531;2092065;(1024, 681);150561;150561;602145;602145;
18699;674695;3145761;(1024, 1024);150561;150561;602145;602145;
18700;234673;3145761;(1024, 1024);150561;150561;602145;602145;
18701;174687;2098209;(1024, 683);150561;150561;602145;602145;
18702;267487;1769505;(1024, 576);150561;150561;602145;602145;
18703;221140;2092065;(1024, 681);150561;150561;602145;602145;
18704;94193;2104353;(1024, 685);150561;150561;602145;602145;
18705;216691;2359329;(1024, 768);150561;150561;602145;602145;
18706;392509;2098209;(683, 1024);150561;150561;602145;602145;
18707;100666;2098209;(1024, 683);150561;150561;602145;602145;
18708;841278;2098209;(1024, 683);150561;150561;602145;602145;
18709;101964;2101281;(1024, 684);150561;150561;602145;602145;
18710;310123;2294817;(1024, 747);150561;150561;602145;602145;
18711;82496;2359329;(1024, 768);150561;150561;602145;602145;
18712;236395;2359329;(768, 1024);150561;150561;602145;602145;
18713;96419;2088993;(1024, 680);150561;150561;602145;602145;
18714;204382;1868577;(811, 768);150561;150561;602145;602145;
18715;294944;2359329;(1024, 768);150561;150561;602145;602145;
18716;184150;2420769;(1024, 788);150561;150561;602145;602145;
18717;93861;2359329;(1024, 768);150561;150561;602145;602145;
18718;175223;1824801;(1024, 594);150561;150561;602145;602145;
18719;294120;2098209;(683, 1024);150561;150561;602145;602145;
18720;105400;2088993;(1024, 680);150561;150561;602145;602145;
18721;139411;2359329;(768, 1024);150561;150561;602145;602145;
18722;955904;1990689;(1024, 648);150561;150561;602145;602145;
18723;252004;2359329;(1024, 768);150561;150561;602145;602145;
18724;162437;2098209;(1024, 683);150561;150561;602145;602145;
18725;152895;2350113;(1024, 765);150561;150561;602145;602145;
18726;688712;2359329;(1024, 768);150561;150561;602145;602145;
18727;444042;2359329;(1024, 768);150561;150561;602145;602145;
18728;808369;2088993;(1024, 680);150561;150561;602145;602145;
18729;152535;2359329;(1024, 768);150561;150561;602145;602145;
18730;34368;1769505;(768, 768);150561;150561;602145;602145;
18731;71303;2359329;(1024, 768);150561;150561;602145;602145;
18732;185425;2359329;(1024, 768);150561;150561;602145;602145;
18733;544691;2098209;(1024, 683);150561;150561;602145;602145;
18734;378933;2359329;(1024, 768);150561;150561;602145;602145;
18735;306556;2359329;(1024, 768);150561;150561;602145;602145;
18736;673701;2101281;(684, 1024);150561;150561;602145;602145;
18737;167137;1766433;(1024, 575);150561;150561;602145;602145;
18738;95235;2092065;(1024, 681);150561;150561;602145;602145;
18739;358046;2098209;(683, 1024);150561;150561;602145;602145;
18740;534683;2359329;(1024, 768);150561;150561;602145;602145;
18741;420866;2248737;(1024, 732);150561;150561;602145;602145;
18742;915842;2359329;(768, 1024);150561;150561;602145;602145;
18743;335237;2088993;(1024, 680);150561;150561;602145;602145;
18744;286060;2359329;(768, 1024);150561;150561;602145;602145;
18745;198081;3145761;(1024, 1024);150561;150561;602145;602145;
18746;245327;3145761;(1024, 1024);150561;150561;602145;602145;
18747;226826;2088993;(680, 1024);150561;150561;602145;602145;
18748;354153;2359329;(1024, 768);150561;150561;602145;602145;
18749;666613;2359329;(1024, 768);150561;150561;602145;602145;
18750;304873;2359329;(1024, 768);150561;150561;602145;602145;
18751;197697;2098209;(683, 1024);150561;150561;602145;602145;
18752;172973;2359329;(1024, 768);150561;150561;602145;602145;
18753;127023;2359329;(1024, 768);150561;150561;602145;602145;
18754;252453;1769505;(1024, 576);150561;150561;602145;602145;
18755;591070;2098209;(1024, 683);150561;150561;602145;602145;
18756;235793;2359329;(1024, 768);150561;150561;602145;602145;
18757;96100;2359329;(768, 1024);150561;150561;602145;602145;
18758;91698;2104353;(685, 1024);150561;150561;602145;602145;
18759;121398;2359329;(1024, 768);150561;150561;602145;602145;
18760;239355;2359329;(1024, 768);150561;150561;602145;602145;
18761;200499;2359329;(1024, 768);150561;150561;602145;602145;
18762;280635;2095137;(1024, 682);150561;150561;602145;602145;
18763;163357;2098209;(1024, 683);150561;150561;602145;602145;
18764;400663;2098209;(1024, 683);150561;150561;602145;602145;
18765;511162;2359329;(1024, 768);150561;150561;602145;602145;
18766;1212717;2359329;(1024, 768);150561;150561;602145;602145;
18767;277631;2359329;(1024, 768);150561;150561;602145;602145;
18768;188714;2359329;(768, 1024);150561;150561;602145;602145;
18769;356411;2359329;(1024, 768);150561;150561;602145;602145;
18770;604411;2823201;(1024, 919);150561;150561;602145;602145;
18771;507209;2522145;(1024, 821);150561;150561;602145;602145;
18772;214581;2359329;(1024, 768);150561;150561;602145;602145;
18773;307548;2359329;(1024, 768);150561;150561;602145;602145;
18774;464537;2088993;(1024, 680);150561;150561;602145;602145;
18775;112413;2350113;(1024, 765);150561;150561;602145;602145;
18776;111129;1769505;(1024, 576);150561;150561;602145;602145;
18777;258154;2359329;(1024, 768);150561;150561;602145;602145;
18778;237391;2098209;(1024, 683);150561;150561;602145;602145;
18779;287081;2098209;(683, 1024);150561;150561;602145;602145;
18780;460201;2098209;(1024, 683);150561;150561;602145;602145;
18781;181373;1486881;(484, 1024);150561;150561;602145;602145;
18782;150887;2359329;(1024, 768);150561;150561;602145;602145;
18783;775867;2359329;(1024, 768);150561;150561;602145;602145;
18784;324108;2092065;(1024, 681);150561;150561;602145;602145;
18785;1484105;2101281;(1024, 684);150561;150561;602145;602145;
18786;61160;2098209;(1024, 683);150561;150561;602145;602145;
18787;101407;2283297;(991, 768);150561;150561;602145;602145;
18788;189256;2098209;(1024, 683);150561;150561;602145;602145;
18789;97209;2168865;(1024, 706);150561;150561;602145;602145;
18790;190052;2359329;(1024, 768);150561;150561;602145;602145;
18791;62910;2359329;(1024, 768);150561;150561;602145;602145;
18792;692397;2088993;(680, 1024);150561;150561;602145;602145;
18793;433274;3145761;(1024, 1024);150561;150561;602145;602145;
18794;655807;2098209;(1024, 683);150561;150561;602145;602145;
18795;119221;2098209;(1024, 683);150561;150561;602145;602145;
18796;404072;2359329;(1024, 768);150561;150561;602145;602145;
18797;64871;2359329;(1024, 768);150561;150561;602145;602145;
18798;833595;2359329;(1024, 768);150561;150561;602145;602145;
18799;62254;2359329;(768, 1024);150561;150561;602145;602145;
18800;691354;2454561;(799, 1024);150561;150561;602145;602145;
18801;611112;2098209;(1024, 683);150561;150561;602145;602145;
18802;446402;2030625;(1024, 661);150561;150561;602145;602145;
18803;657434;2098209;(683, 1024);150561;150561;602145;602145;
18804;422730;2098209;(1024, 683);150561;150561;602145;602145;
18805;285951;2322465;(1024, 756);150561;150561;602145;602145;
18806;45566;2359329;(1024, 768);150561;150561;602145;602145;
18807;228412;2088993;(1024, 680);150561;150561;602145;602145;
18808;132121;2092065;(681, 1024);150561;150561;602145;602145;
18809;294143;1769505;(1024, 576);150561;150561;602145;602145;
18810;209740;2098209;(1024, 683);150561;150561;602145;602145;
18811;69707;2095137;(682, 1024);150561;150561;602145;602145;
18812;484564;2098209;(1024, 683);150561;150561;602145;602145;
18813;313091;3145761;(1024, 1024);150561;150561;602145;602145;
18814;717216;2088993;(1024, 680);150561;150561;602145;602145;
18815;106932;2095137;(682, 1024);150561;150561;602145;602145;
18816;200662;2359329;(1024, 768);150561;150561;602145;602145;
18817;182714;2359329;(768, 1024);150561;150561;602145;602145;
18818;115282;2359329;(1024, 768);150561;150561;602145;602145;
18819;354268;2098209;(1024, 683);150561;150561;602145;602145;
18820;785066;2098209;(1024, 683);150561;150561;602145;602145;
18821;700878;2092065;(1024, 681);150561;150561;602145;602145;
18822;414303;2359329;(1024, 768);150561;150561;602145;602145;
18823;261225;2359329;(1024, 768);150561;150561;602145;602145;
18824;99987;2187297;(1024, 712);150561;150561;602145;602145;
18825;703403;2359329;(1024, 768);150561;150561;602145;602145;
18826;608897;2098209;(1024, 683);150561;150561;602145;602145;
18827;479921;1766433;(575, 1024);150561;150561;602145;602145;
18828;297629;2362401;(1024, 769);150561;150561;602145;602145;
18829;333209;2098209;(1024, 683);150561;150561;602145;602145;
18830;142738;1763361;(1024, 574);150561;150561;602145;602145;
18831;258127;2073633;(675, 1024);150561;150561;602145;602145;
18832;179243;1843233;(1024, 600);150561;150561;602145;602145;
18833;512471;2359329;(1024, 768);150561;150561;602145;602145;
18834;258613;2092065;(1024, 681);150561;150561;602145;602145;
18835;899585;2150433;(700, 1024);150561;150561;602145;602145;
18836;354667;2359329;(1024, 768);150561;150561;602145;602145;
18837;164117;2362401;(1024, 769);150561;150561;602145;602145;
18838;132098;2359329;(768, 1024);150561;150561;602145;602145;
18839;325638;2098209;(1024, 683);150561;150561;602145;602145;
18840;147887;1784865;(1024, 581);150561;150561;602145;602145;
18841;162904;2359329;(1024, 768);150561;150561;602145;602145;
18842;386145;2088993;(1024, 680);150561;150561;602145;602145;
18843;55391;2095137;(1024, 682);150561;150561;602145;602145;
18844;427843;2359329;(1024, 768);150561;150561;602145;602145;
18845;125013;1941537;(1024, 632);150561;150561;602145;602145;
18846;102589;2098209;(683, 1024);150561;150561;602145;602145;
18847;100620;2104353;(685, 1024);150561;150561;602145;602145;
18848;434318;2359329;(1024, 768);150561;150561;602145;602145;
18849;337911;2359329;(1024, 768);150561;150561;602145;602145;
18850;57185;2082849;(1024, 678);150561;150561;602145;602145;
18851;106513;2098209;(1024, 683);150561;150561;602145;602145;
18852;389748;2092065;(1024, 681);150561;150561;602145;602145;
